"Symbol","Date/Time","Buy/Sell","Quantity","Price","Commission"
"NUAI","2025-09-30;23:30:03 AEST","BUY","100","2.11","-0.5022"
"NUAI","2025-09-30;23:30:06 AEST","BUY","178","2.11","-0.893916"
"NUAI","2025-09-30;23:30:07 AEST","BUY","100","2.11","-0.5022"
"NUAI","2025-09-30;23:30:07 AEST","BUY","100","2.11","-0.5022"
"NUAI","2025-09-30;23:30:08 AEST","BUY","100","2.11","-0.5022"
"NUAI","2025-09-30;23:30:08 AEST","BUY","95","2.11","-0.47709"
"NUAI","2025-10-01;00:31:33 AEST","SELL","-873","1.93","-4.529124"
"NVDA","2025-09-22;23:48:08 AEST","BUY","200","175.93","-1.0044"
"NVDA","2025-09-22;23:48:08 AEST","BUY","200","175.93","-1.0044"
"NVDA","2025-09-25;23:33:51 AEST","BUY","250","174.99","-1.2555"
"NVDA","2025-09-25;23:33:51 AEST","BUY","100","174.99","-0.5022"
"NVDA","2025-09-25;23:33:51 AEST","BUY","50","174.99","-0.2511"
"NVDA","2025-09-25;23:34:50 AEST","BUY","300","174.48","-1.5066"
"NVDA","2025-09-25;23:34:50 AEST","BUY","100","174.48","-0.5022"
"NVDA","2025-09-25;23:35:10 AEST","BUY","80","174.66","-1.00176"
"NVDA","2025-09-25;23:35:10 AEST","BUY","20","174.66","-0.00044"
"NVDA","2025-09-25;23:35:10 AEST","BUY","200","174.66","-0.5044"
"NVDA","2025-09-25;23:35:10 AEST","BUY","100","174.66","-0.5022"
"NVDA","2025-09-25;23:35:42 AEST","BUY","100","174.63","-1.0022"
"NVDA","2025-09-25;23:35:42 AEST","BUY","200","174.62","-0.5044"
"NVDA","2025-09-25;23:35:42 AEST","BUY","100","174.63","-0.5022"
"NVDA","2025-09-25;23:48:33 AEST","BUY","300","175.1","-1.5066"
"NVDA","2025-09-25;23:48:33 AEST","BUY","100","175.11","-0.5022"
"NVDA","2025-09-25;23:51:06 AEST","BUY","400","175.57","-2.0088"
"NVDA","2025-09-25;23:52:28 AEST","BUY","200","174.54","-1.0044"
"NVDA","2025-09-25;23:52:28 AEST","BUY","200","174.54","-1.0044"
"NVDA","2025-09-26;00:06:17 AEST","BUY","100","176.77","-1.0022"
"NVDA","2025-09-26;00:06:17 AEST","BUY","200","176.76","-0.5044"
"NVDA","2025-09-26;00:06:17 AEST","BUY","100","176.77","-0.5022"
"NVDA","2025-09-26;23:32:34 AEST","BUY","100","178.11","-1.0022"
"NVDA","2025-09-26;23:32:34 AEST","BUY","100","178.11","-0.0022"
"NVDA","2025-09-26;23:32:34 AEST","BUY","200","178.07","-1.0044"
"NVDA","2025-09-26;23:48:12 AEST","BUY","100","177.41","-1.0022"
"NVDA","2025-09-26;23:48:12 AEST","BUY","100","177.41","-0.0022"
"NVDA","2025-09-26;23:48:12 AEST","BUY","100","177.41","-0.5022"
"NVDA","2025-09-26;23:48:12 AEST","BUY","31","177.41","-0.155682"
"NVDA","2025-09-26;23:48:12 AEST","BUY","69","177.41","-0.346518"
"NVDA","2025-09-22;23:52:39 AEST","SELL","-100","175.85","-1.0188"
"NVDA","2025-09-22;23:52:39 AEST","SELL","-100","175.85","-0.0188"
"NVDA","2025-09-22;23:52:39 AEST","SELL","-200","175.85","-1.0376"
"NVDA","2025-09-25;23:34:03 AEST","SELL","-100","174.79","-1.0188"
"NVDA","2025-09-25;23:34:03 AEST","SELL","-200","174.79","-0.5376"
"NVDA","2025-09-25;23:34:03 AEST","SELL","-100","174.79","-0.5188"
"NVDA","2025-09-25;23:34:15 AEST","SELL","-100","174.68","-1.0188"
"NVDA","2025-09-25;23:34:15 AEST","SELL","-100","174.68","-0.0188"
"NVDA","2025-09-25;23:34:15 AEST","SELL","-100","174.68","-0.5188"
"NVDA","2025-09-25;23:34:15 AEST","SELL","-100","174.68","-0.5188"
"NVDA","2025-09-25;23:35:00 AEST","SELL","-100","174.44","-1.0188"
"NVDA","2025-09-25;23:35:00 AEST","SELL","-30","174.44","-0.00564"
"NVDA","2025-09-25;23:35:00 AEST","SELL","-100","174.44","-0.1688"
"NVDA","2025-09-25;23:35:00 AEST","SELL","-170","174.44","-0.88196"
"NVDA","2025-09-25;23:35:24 AEST","SELL","-100","174.42","-1.0188"
"NVDA","2025-09-25;23:35:24 AEST","SELL","-100","174.42","-0.0188"
"NVDA","2025-09-25;23:35:24 AEST","SELL","-100","174.42","-0.5188"
"NVDA","2025-09-25;23:35:24 AEST","SELL","-100","174.43","-0.5188"
"NVDA","2025-09-25;23:50:08 AEST","SELL","-100","175.3","-1.0188"
"NVDA","2025-09-25;23:50:08 AEST","SELL","-100","175.3","-0.0188"
"NVDA","2025-09-25;23:50:08 AEST","SELL","-200","175.3","-1.0376"
"NVDA","2025-09-25;23:51:19 AEST","SELL","-100","175.36","-1.0188"
"NVDA","2025-09-25;23:51:19 AEST","SELL","-100","175.35","-0.0188"
"NVDA","2025-09-25;23:51:19 AEST","SELL","-100","175.35","-0.5188"
"NVDA","2025-09-25;23:51:19 AEST","SELL","-100","175.35","-0.5188"
"NVDA","2025-09-25;23:52:19 AEST","SELL","-30","174.74","-1.00564"
"NVDA","2025-09-25;23:52:19 AEST","SELL","-200","174.74","-0.1876"
"NVDA","2025-09-25;23:52:19 AEST","SELL","-170","174.74","-0.88196"
"NVDA","2025-09-26;00:49:46 AEST","SELL","-100","178.2","-1.0188"
"NVDA","2025-09-26;00:49:46 AEST","SELL","-100","178.2","-0.0188"
"NVDA","2025-09-26;00:49:46 AEST","SELL","-179","178.2","-0.928652"
"NVDA","2025-09-26;00:49:46 AEST","SELL","-21","178.2","-0.108948"
"NVDA","2025-09-26;23:32:49 AEST","SELL","-400","178.27","-2.0752"
"NVDA","2025-09-26;23:48:41 AEST","SELL","-200","177.18","-1.0376"
"NVDA","2025-09-26;23:48:41 AEST","SELL","-200","177.18","-1.0376"
"OSK","2025-09-30;05:16:26 AEST","BUY","31","128.26","-1.000682"
"PGY","2025-10-01;00:05:52 AEST","BUY","66","30.22","-1.001452"
"PGY","2025-10-01;05:55:06 AEST","SELL","-66","29.59","-1.012408"
"PLTR","2025-09-23;23:53:06 AEST","BUY","400","185.57","-2.0088"
"PLTR","2025-09-23;23:59:20 AEST","BUY","93","182.86","-1.002046"
"PLTR","2025-09-23;23:59:20 AEST","BUY","100","182.86","-0.0022"
"PLTR","2025-09-23;23:59:20 AEST","BUY","100","182.86","-0.4672"
"PLTR","2025-09-24;00:00:19 AEST","BUY","7","181.98","-1.000154"
"PLTR","2025-09-24;00:00:19 AEST","BUY","100","181.98","-0.0022"
"PLTR","2025-09-23;23:55:44 AEST","SELL","-160","184.14","-1.03008"
"PLTR","2025-09-23;23:55:44 AEST","SELL","-100","184.14","-0.3188"
"PLTR","2025-09-23;23:55:44 AEST","SELL","-140","184.14","-0.72632"
"PLTR","2025-09-23;23:55:44 AEST","SELL","-100","184.14","-0.5188"
"PLTR","2025-09-23;23:55:45 AEST","SELL","-40","184.14","-0.20752"
"PLTR","2025-09-23;23:55:45 AEST","SELL","-100","184.15","-0.5188"
"PLTR","2025-09-23;23:55:45 AEST","SELL","-100","184.15","-0.5188"
"PLTR","2025-09-23;23:55:45 AEST","SELL","-53","184.15","-0.274964"
"PLTR","2025-09-23;23:55:45 AEST","SELL","-7","184.15","-0.036316"
"PLUG","2025-09-24;05:55:05 AEST","BUY","611","2.53","-3.068442"
"PLUG","2025-09-24;05:55:05 AEST","BUY","100","2.53","-0.5022"
"PLUG","2025-09-23;23:30:02 AEST","SELL","-400","2.9","-2.0752"
"PLUG","2025-09-23;23:30:02 AEST","SELL","-211","2.9","-1.094668"
"PLUG","2025-09-23;23:30:02 AEST","SELL","-100","2.9","-0.5188"
"QMCO","2025-09-25;23:30:04 AEST","BUY","100","9.32","-1.0022"
"QMCO","2025-09-25;23:30:15 AEST","BUY","301","9.4","-1.011622"
"QMCO","2025-09-26;01:01:19 AEST","SELL","-100","9.82","-1.0188"
"QS","2025-09-25;23:43:20 AEST","BUY","345","11.58","-1.73259"
"QS","2025-09-26;00:25:11 AEST","SELL","-100","12.5","-1.0188"
"QS","2025-09-26;00:25:26 AEST","SELL","-100","12.53","-1.0188"
"QS","2025-09-26;00:25:26 AEST","SELL","-45","12.53","-0.00846"
"QS","2025-09-26;00:25:27 AEST","SELL","-100","12.53","-0.2438"
"QSG","2025-09-22;23:30:02 AEST","SELL","-100","9.66","-1.0188"
"QSG","2025-09-22;23:30:03 AEST","SELL","-100","9.66","-0.0188"
"QSG","2025-09-22;23:30:04 AEST","SELL","-200","9.66","-1.0376"
"QSG","2025-09-22;23:30:08 AEST","SELL","-8","9.66","-0.041504"
"QUBT","2025-09-22;23:31:06 AEST","BUY","94","19.49","-1.002068"
"QUBT","2025-09-22;23:31:16 AEST","BUY","99","19.45","-1.002178"
"QUBT","2025-09-22;23:31:16 AEST","BUY","100","19.45","-0.0022"
"QUBT","2025-09-23;05:55:04 AEST","SELL","-94","20.2","-1.017672"
"QUBT","2025-09-29;23:48:32 AEST","SELL","-100","20.5","-1.0188"
"QUBT","2025-09-29;23:48:32 AEST","SELL","-99","20.5","-0.018612"
"RR","2025-09-24;03:36:33 AEST","BUY","402","4.97","-2.018844"
"RR","2025-09-24;05:55:05 AEST","SELL","-102","4.82","-1.019176"
"RR","2025-09-24;05:55:05 AEST","SELL","-100","4.82","-0.0288"
"RR","2025-09-24;05:55:05 AEST","SELL","-100","4.82","-0.5188"
"RR","2025-09-24;05:55:05 AEST","SELL","-100","4.82","-0.5188"
"SIG","2025-09-23;04:15:43 AEST","SELL","-42","94.45","-1.007896"
"SKYT","2025-09-30;05:55:05 AEST","BUY","105","18.22","-1.00231"
"SKYT","2025-09-30;00:01:47 AEST","SELL","-100","19.03","-1.0188"
"SKYT","2025-09-30;00:05:24 AEST","SELL","-5","19.03","-0.00094"
"SLDB","2025-09-26;03:58:31 AEST","BUY","200","5.81","-1.0044"
"SLDB","2025-09-26;03:58:31 AEST","BUY","44","5.81","-0.220968"
"SLDB","2025-09-26;03:58:31 AEST","BUY","100","5.81","-0.5022"
"SLDB","2025-09-26;05:55:05 AEST","SELL","-100","5.83","-1.0188"
"SLDB","2025-09-26;05:55:05 AEST","SELL","-100","5.83","-0.0188"
"SLDB","2025-09-26;05:55:05 AEST","SELL","-44","5.83","-0.228272"
"SLDB","2025-09-26;05:55:08 AEST","SELL","-100","5.83","-0.5188"
"SLNH","2025-09-25;23:36:33 AEST","BUY","200","2.82","-1.0044"
"SLNH","2025-09-25;23:36:33 AEST","BUY","309","2.82","-1.551798"
"SLNH","2025-09-25;23:36:33 AEST","BUY","200","2.82","-1.0044"
"SLNH","2025-10-01;01:26:20 AEST","BUY","100","2.15","-1.0022"
"SLNH","2025-10-01;01:26:20 AEST","BUY","100","2.15","-0.0022"
"SLNH","2025-10-01;01:26:20 AEST","BUY","400","2.15","-2.0088"
"SLNH","2025-10-01;01:26:20 AEST","BUY","100","2.15","-0.5022"
"SLNH","2025-10-01;01:26:21 AEST","BUY","600","2.15","-3.0132"
"SLNH","2025-10-01;01:26:21 AEST","BUY","300","2.15","-1.5066"
"SLNH","2025-10-01;01:26:21 AEST","BUY","59","2.15","-0.296298"
"SLNH","2025-10-01;01:26:21 AEST","BUY","1","2.15","-0.005022"
"SLNH","2025-10-01;01:26:21 AEST","BUY","200","2.15","-1.0044"
"SLNH","2025-09-26;05:55:06 AEST","SELL","-709","2.93","-3.678292"
"SMR","2025-09-22;23:37:36 AEST","BUY","46","43","-1.001012"
"SMR","2025-09-24;03:39:49 AEST","BUY","95","41.67","-1.00209"
"SMR","2025-09-23;05:55:05 AEST","SELL","-46","44.99","-1.008648"
"SMR","2025-09-29;23:47:01 AEST","SELL","-95","38.9","-1.01786"
"SONN","2025-09-22;23:30:03 AEST","SELL","-663","6.05","-3.439644"
"SONN","2025-09-22;23:30:03 AEST","SELL","-100","6.05","-0.5188"
"SONN","2025-09-22;23:30:03 AEST","SELL","-100","6.05","-0.5188"
"SPRC","2025-09-25;23:39:03 AEST","BUY","100","6.46","-1.0022"
"SPRC","2025-09-25;23:39:03 AEST","BUY","100","6.46","-0.0022"
"SPRC","2025-09-25;23:45:38 AEST","SELL","-100","7.35","-1.0188"
"SPRC","2025-09-25;23:45:38 AEST","SELL","-100","7.35","-0.0188"
"SRRK","2025-10-01;04:30:14 AEST","BUY","54","36.85","-1.001188"
"SRRK","2025-10-01;05:55:05 AEST","SELL","-54","37.31","-1.010152"
"SRTA","2025-09-25;23:41:16 AEST","BUY","100","5.08","-1.0022"
"SRTA","2025-09-25;23:41:16 AEST","BUY","100","5.08","-0.0022"
"SRTA","2025-09-25;23:41:16 AEST","BUY","100","5.08","-0.5022"
"SRTA","2025-09-25;23:41:27 AEST","BUY","100","5.08","-0.5022"
"SRTA","2025-09-25;23:41:28 AEST","BUY","200","5.08","-1.0044"
"SRTA","2025-09-25;23:41:33 AEST","BUY","187","5.08","-0.939114"
"SRTA","2025-09-26;00:27:43 AEST","SELL","-300","5.17","-1.5564"
"SRTA","2025-09-26;00:27:44 AEST","SELL","-200","5.17","-1.0376"
"SRTA","2025-09-26;00:27:45 AEST","SELL","-200","5.16","-1.0376"
"SRTA","2025-09-26;00:27:46 AEST","SELL","-87","5.16","-0.451356"
"SXT","2025-09-23;00:26:52 AEST","BUY","39","101.04","-1.000858"
"SXT","2025-09-22;23:30:16 AEST","SELL","-38","101.48","-1.007144"
"SXT","2025-10-01;02:21:01 AEST","SELL","-39","93.99","-1.007332"
"SYM","2025-09-25;02:10:28 AEST","BUY","76","52.58","-1.001672"
"SYM","2025-09-29;23:47:57 AEST","SELL","-76","53.84","-1.014288"
"TARA","2025-09-26;05:55:06 AEST","BUY","454","4.3","-2.279988"
"TARA","2025-09-26;00:17:05 AEST","SELL","-54","4.4","-1.010152"
"TARA","2025-09-26;00:17:05 AEST","SELL","-300","4.4","-0.8264"
"TARA","2025-09-26;00:17:05 AEST","SELL","-100","4.4","-0.5188"
"TSLA","2025-09-22;23:53:11 AEST","BUY","100","440.61","-1.0022"
"TSLA","2025-09-24;23:34:09 AEST","BUY","100","432.25","-1.0022"
"TSLA","2025-09-24;23:56:47 AEST","BUY","100","437.52","-1.0022"
"TSLA","2025-09-22;23:58:12 AEST","SELL","-100","440.87","-1.0188"
"TSLA","2025-09-24;23:35:14 AEST","SELL","-100","433.54","-1.0188"
"TSLA","2025-09-24;23:58:08 AEST","SELL","-100","438.08","-1.0188"
"UBER","2025-09-23;00:04:08 AEST","BUY","100","101.39","-1.0022"
"UBER","2025-09-23;00:04:08 AEST","BUY","100","101.39","-0.0022"
"UBER","2025-09-23;00:04:08 AEST","BUY","100","101.39","-0.5022"
"UBER","2025-09-23;00:04:09 AEST","BUY","100","101.39","-0.5022"
"UBER","2025-09-23;00:04:47 AEST","BUY","100","101.31","-1.0022"
"UBER","2025-09-23;00:04:47 AEST","BUY","100","101.31","-0.0022"
"UBER","2025-09-23;00:04:47 AEST","BUY","100","101.31","-0.5022"
"UBER","2025-09-23;00:04:49 AEST","BUY","100","101.31","-0.5022"
"UBER","2025-09-23;00:04:15 AEST","SELL","-200","101.18","-1.0376"
"UBER","2025-09-23;00:04:15 AEST","SELL","-100","101.17","-0.5188"
"UBER","2025-09-23;00:04:15 AEST","SELL","-100","101.18","-0.5188"
"UBER","2025-09-23;00:04:56 AEST","SELL","-100","101.09","-1.0188"
"UBER","2025-09-23;00:04:56 AEST","SELL","-100","101.09","-0.0188"
"UBER","2025-09-23;00:04:56 AEST","SELL","-100","101.09","-0.5188"
"UBER","2025-09-23;00:04:56 AEST","SELL","-100","101.09","-0.5188"
"UUUU","2025-09-27;05:55:05 AEST","BUY","8","16.69","-1.000176"
"UUUU","2025-09-27;05:55:05 AEST","BUY","100","16.69","-0.0022"
"UUUU","2025-09-26;23:35:02 AEST","SELL","-108","18.46","-1.020304"
"VERI","2025-09-23;05:55:04 AEST","BUY","200","5.73","-1.0044"
"VERI","2025-09-23;05:55:04 AEST","BUY","50","5.73","-0.2511"
"VERI","2025-09-23;05:55:04 AEST","BUY","100","5.73","-0.5022"
"VERI","2025-09-22;23:30:01 AEST","SELL","-100","5.73","-1.0188"
"VERI","2025-09-22;23:30:12 AEST","SELL","-100","5.77","-0.0188"
"VERI","2025-09-22;23:30:12 AEST","SELL","-100","5.77","-0.5188"
"VERI","2025-09-22;23:30:17 AEST","SELL","-50","5.84","-0.2594"
"VET","2025-09-30;05:56:58 AEST","BUY","100","8.05","-1.0022"
"VET","2025-09-30;05:56:58 AEST","BUY","396","8.05","-1.488712"
"VITL","2025-10-01;00:26:36 AEST","BUY","97","41.15","-1.002134"
"VIVS","2025-09-22;23:30:02 AEST","SELL","-400","4.07","-2.0752"
"VIVS","2025-09-23;04:43:24 AEST","SELL","-100","3.88","-1.0188"
"VIVS","2025-09-23;04:43:24 AEST","SELL","-100","3.89","-0.0188"
"VIVS","2025-09-23;04:43:24 AEST","SELL","-100","3.88","-0.5188"
"VIVS","2025-09-23;04:43:24 AEST","SELL","-200","3.88","-1.0376"
"VIVS","2025-09-23;04:43:24 AEST","SELL","-100","3.89","-0.5188"
"VIVS","2025-09-23;04:43:48 AEST","SELL","-100","3.89","-0.5188"
"VNCE","2025-09-25;05:55:03 AEST","BUY","600","3.35","-3.0132"
"VNCE","2025-09-25;05:56:37 AEST","BUY","11","3.36","-0.055242"
"VNCE","2025-09-25;04:45:53 AEST","SELL","-100","3.27","-1.0188"
"VNCE","2025-09-25;04:54:51 AEST","SELL","-411","3.27","-1.632268"
"VNCE","2025-09-25;04:54:51 AEST","SELL","-100","3.27","-0.5188"
"VUZI","2025-09-24;05:55:06 AEST","BUY","400","3.26","-2.0088"
"VUZI","2025-09-24;05:55:06 AEST","BUY","100","3.26","-0.5022"
"VUZI","2025-09-24;05:55:06 AEST","BUY","54","3.26","-0.271188"
"VUZI","2025-09-23;23:31:31 AEST","SELL","-400","3.61","-2.0752"
"VUZI","2025-09-23;23:31:31 AEST","SELL","-100","3.61","-0.5188"
"VUZI","2025-09-23;23:31:32 AEST","SELL","-54","3.61","-0.280152"
"WEX","2025-09-24;04:06:26 AEST","BUY","24","160.91","-1.000528"
"WEX","2025-10-01;00:32:03 AEST","BUY","25","158.09","-1.00055"
"WEX","2025-09-29;23:51:16 AEST","SELL","-24","158.53","-1.004512"
"WOLF","2025-10-01;05:55:06 AEST","BUY","82","30.46","-1.001804"
"WOLF","2025-09-30;23:30:12 AEST","SELL","-82","28.5","-1.015416"
"WRD","2025-09-25;23:43:29 AEST","BUY","100","10.78","-1.0022"
"WRD","2025-09-25;23:43:29 AEST","BUY","100","10.78","-0.0022"
"WRD","2025-09-25;23:43:29 AEST","BUY","100","10.78","-0.5022"
"WRD","2025-09-25;23:43:29 AEST","BUY","71","10.78","-0.356562"
"WRD","2025-09-26;01:17:31 AEST","SELL","-100","11.06","-1.0188"
"WRD","2025-09-26;01:17:32 AEST","SELL","-200","11.06","-0.5376"
"WRD","2025-09-26;01:17:38 AEST","SELL","-71","11.06","-0.368348"
